job_title,company_name,location,start_date,ctc,experience,posted,is_salary_disclosed,min_ctc,max_ctc,min_exp,max_exp,is_noisy_duplicate,is_repost_candidate,posted_days,is_remote,avg_ctc,job_title_top
Admission Counselor,Designup UI/UX Institute,Mumbai,Starts Immediately,"₹ 2,10,000 - 2,40,000",0-2,2 weeks ago,True,210000,240000,0,2,False,False,14,False,225000,other
Business Development Executive,TechExprt Consulting,Indore,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,3 weeks ago,True,200000,240000,0,2,False,False,21,False,220000,Business Development Executive
SEO Content Writer,Ayurveda House Private Limited,Delhi,Starts Immediately,"₹ 2,16,000 - 2,40,000",0-2,2 weeks ago,True,216000,240000,0,2,False,False,14,False,228000,other
Graphic Artist,IDZ Digital Private Limited,"Thane, Navi Mumbai, Kalyan, Mumbai, Dombivili",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,2 weeks ago,True,200000,300000,0,2,False,False,14,False,250000,other
Social Media Marketing Manager,Inaya Couture,Delhi,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5,2 weeks ago,True,200000,500000,0,5,False,False,14,False,350000,other
Business Development Executive,Thoughtsol Infotech Private Limited,Delhi,Starts Immediately,"₹ 3,50,000 - 4,00,000",0-2,1 week ago,True,350000,400000,0,2,False,False,7,False,375000,Business Development Executive
Business Development Specialist (Sales),Pereyan LLP,Bangalore,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2,Today,True,300000,350000,0,2,False,False,0,False,325000,other
Business Development Executive,Webcap Technology,Thane,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,Business Development Executive
Team Leader-Business Development,Stirring Minds,Delhi,Starts Immediately,"₹ 3,00,000 - 4,50,000",0-2,3 weeks ago,True,300000,450000,0,2,False,False,21,False,375000,other
Associate Video Editor,Suprem Service,Work from home,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-1,1 day ago,True,400000,700000,0,1,False,False,1,True,550000,other
HR Executive,Go Study Free,Work from home,Starts Immediately,"₹ 2,00,000",0-2,1 week ago,True,200000,200000,0,2,False,False,7,True,200000,other
Associate Counselor,UniAcco,Mumbai,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2,3 weeks ago,True,250000,300000,0,2,False,False,21,False,275000,other
Corporate Sales Executive,Appsquadz Software Private Limited,Noida,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,5 days ago,True,200000,240000,0,2,False,False,5,False,220000,Corporate Sales Executive
Junior Search Engine Optimization (SEO) Executive,Huptech Web Private Limited,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,other
Digital Marketing Associate,Webmobi,Work from home,Starts Immediately,"₹ 2,40,000",0-2,3 weeks ago,True,240000,240000,0,2,False,False,21,True,240000,other
Teacher,Tomo Club,Work from home,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2,2 days ago,True,240000,360000,0,2,False,False,2,True,300000,other
Junior Graphic Designer,Komet Media,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,2 weeks ago,True,200000,250000,0,2,False,False,14,True,225000,other
Trainee - Human Resources,QuantumLink Communications Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2,3 weeks ago,True,200000,220000,0,2,False,False,21,False,210000,other
Telecaller Executive,A1 Advance,"Parbhani, Pune, Amravati, Solapur, Sangli, Ratnagiri, Satara, Nashik, Nagpur, Osmanabad, Akola, Aurangabad, Kolhapur, Nanded, Latur",Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5,1 week ago,True,400000,600000,0,5,False,False,7,False,500000,other
Assistant Manager - IT Sales,EMoboMo Soft Private Limited,Hyderabad,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,2 weeks ago,True,200000,240000,0,2,False,False,14,False,220000,other
Digital Marketing Associate,Be Bonnie Bodycare Private Limited,Kolkata,Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2,4 days ago,True,200000,220000,0,2,False,False,4,False,210000,other
Business Development Executive,Equinox Labs,Hyderabad,Starts Immediately,"₹ 2,40,000 - 3,00,000",1-3,3 weeks ago,True,240000,300000,1,3,False,False,21,False,270000,Business Development Executive
Social Media Manager,Tanden Spine Therapy Centre,Delhi,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2,1 week ago,True,240000,300000,0,2,False,False,7,False,270000,other
Financial Analyst,Trade Brains,Bangalore,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2,2 weeks ago,True,300000,360000,0,2,False,False,14,False,330000,other
Full Stack Developer,ScholarNest Technologies Private Limited,Bangalore,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,False,250000,Full Stack Developer
Junior Operations Manager,Picostone,Mumbai,Starts Immediately,"₹ 3,00,000",0,3 weeks ago,True,300000,300000,0,0,False,False,21,False,300000,other
Software Engineer Trainee,ATF Labs,Agra,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,False,250000,other
Marketing Manager,Krystal Global Engineering Limited,Vadodara,Starts Immediately,"₹ 2,40,000 - 3,60,000",1-3,3 weeks ago,True,240000,360000,1,3,False,False,21,False,300000,other
Executive Assistant To CEO,Quest Alliance,Bangalore,Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5,2 weeks ago,True,400000,500000,0,5,False,False,14,False,450000,other
Embedded Systems Executive,CODIIS,Chennai,Starts Immediately,"₹ 7,00,000 - 8,00,000",0-5,2 weeks ago,True,500000,800000,0,5,False,False,14,False,675000,other
Business Development Executive,Buzzin Spots,Mumbai,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5,3 weeks ago,True,300000,600000,0,5,False,False,21,False,450000,Business Development Executive
Social Media Strategist,Left Of Centre Marketing LLP,Ahmedabad,Starts Immediately,"₹ 2,50,000 - 4,00,000",0-2,2 weeks ago,True,250000,400000,0,2,False,False,14,False,325000,other
Architect,Pankaj Chiraniya,Akola,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,other
Agency Sales Officer,Bajaj Allianz Life Insurance Company,"Navi Mumbai, Mumbai, Thane",Starts Immediately,"₹ 2,28,000 - 6,00,000",0-5,1 week ago,True,228000,600000,0,5,False,False,7,False,414000,other
Business Development Executive,Factor Human Resources Pvt. Ltd.,Ernakulam,Starts Immediately,"₹ 2,00,000 - 2,80,000",1-3,2 weeks ago,True,200000,280000,1,3,False,True,14,False,240000,Business Development Executive
Graphic Designer And Visualiser,PassionMojo Private Limited,Mumbai,Starts Immediately,"₹ 2,40,000 - 4,50,000",0-2,2 weeks ago,True,240000,450000,0,2,False,False,14,False,345000,other
Sales Officer,Qween Network LLP,Ahmedabad,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,1 week ago,True,200000,240000,0,2,False,False,7,False,220000,other
Office Assistant,A1 Advance,"Vadodara, Surat, Palanpur, Porbandar, Anand, Gandhidham, Bhuj, Dudhrej, Junagadh, Morbi, Ahmedabad, Bhavnagar, Gandhinagar, Jamnagar, Rajkot",Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5,2 weeks ago,True,500000,700000,0,5,False,False,14,False,600000,other
Warehouse Packaging Team Manager,Weaving Homes,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,2 weeks ago,True,200000,240000,0,2,False,False,14,False,220000,other
Artificial Intelligence (AI) Executive,Avaari,Work from home,Starts Immediately,"₹ 3,00,000 - 8,00,000",0-1,6 days ago,True,300000,800000,0,1,False,False,6,True,550000,other
UI/UX Designer,Nrich Learning,Chandigarh,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,3 weeks ago,True,200000,250000,0,2,False,False,21,False,225000,other
Junior Copywriter,Stytch,"Noida, Delhi, Ghaziabad",Starts Immediately,"₹ 2,75,000 - 3,00,000",0-2,1 week ago,True,275000,300000,0,2,False,False,7,False,287500,other
Teacher,Empowered Eduventure,Kolkata,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,False,250000,other
Architect,Deepika Aggarwal,Delhi,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,1 week ago,True,200000,240000,0,2,False,False,7,False,220000,other
Backend Developer,Buddha Education Association Incorporation,Work from home,Starts Immediately,"₹ 5,00,000 - 8,00,000",0-5,1 week ago,True,500000,800000,0,5,False,False,7,True,650000,other
CAD Designer,Green Apple HR Solutions,Coimbatore,Starts Immediately,"₹ 2,00,000 - 6,00,000",1-3,1 week ago,True,200000,600000,1,3,False,False,7,False,400000,other
Senior Executive/Executive - Marketing,ISA Tourism Private Limited,Delhi,Starts Immediately,"₹ 3,00,000 - 3,25,000",0-2,6 days ago,True,300000,325000,0,2,False,False,6,False,312500,other
Graphic Designer,Odisha Job Consultancy,Bhubaneswar,Starts Immediately,"₹ 3,00,000 - 4,20,000",1-3,3 weeks ago,True,300000,420000,1,3,False,False,21,False,360000,Graphic Designer
Business Development Trainee,Planet Spark,Gurgaon,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-5,2 weeks ago,True,400000,700000,0,5,False,False,14,False,550000,other
Field Sales Executive,Uncle Sams Kitchen,Chennai,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,3 weeks ago,True,200000,250000,0,2,False,False,21,False,225000,Field Sales Executive
Executive - Catalogue Music,Saregama India Limited,Mumbai,Starts Immediately,"₹ 3,50,000 - 4,00,000",0-2,1 week ago,True,350000,400000,0,2,False,False,7,False,375000,other
Associate Video Editor,Amoda By Esha Bhatia,Work from home,Starts Immediately,"₹ 2,00,000",0-2,3 weeks ago,True,200000,200000,0,2,False,False,21,True,200000,other
Graphics Designer,Vaishali's Krustty Kremme,Mumbai,Starts Immediately,"₹ 2,00,000",0-2,2 weeks ago,True,200000,200000,0,2,False,False,14,False,200000,other
Customer Support (fresher),Bluboy Entertainments Private Limited,Hyderabad,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,False,250000,other
Content Writer,Alpha Infolab Pvt. Limited,Indore,Starts Immediately,"₹ 2,40,000 - 3,60,000",1-3,2 days ago,True,240000,360000,1,3,False,False,2,False,300000,Content Writer
Junior Social Media Marketing Associate,Solution Graph,"Faridabad, Delhi, Noida, Ghaziabad, Gurgaon",Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,2 weeks ago,True,200000,300000,0,2,False,False,14,False,250000,other
Client Engagement Coordinator,Ansari Corporate Advisors,Noida,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,False,250000,other
Content Developer (Professional Community),RemoteIndian,Work from home,Starts Immediately,"₹ 2,00,000",0-2,3 weeks ago,True,200000,200000,0,2,False,False,21,True,200000,other
Application Tester,Blackcoffer,Work from home,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5,1 week ago,True,300000,500000,0,5,False,False,7,True,400000,other
Website Developer (API And Solutions Expert),PreeDex Softwares LLP,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,False,250000,other
Business Development Executive,Maxtra Technologies Private Limited,Noida,Starts Immediately,"₹ 3,00,000",0-2,3 weeks ago,True,300000,300000,0,2,False,False,21,False,300000,Business Development Executive
Accountant,Gamut HR Solutions,Hyderabad,Starts Immediately,"₹ 3,00,000 - 4,20,000",4-6,3 weeks ago,True,300000,420000,4,6,False,True,21,False,360000,Accountant
Software Product Engineer,Share At Door Step,Work from home,Starts Immediately,"₹ 3,00,000 - 4,80,000",0-2,Few hours ago,True,300000,480000,0,2,False,False,0,True,390000,other
Business Development Executive,Wealth Wisdom India Private Limited,Indore,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,False,250000,Business Development Executive
Digital Marketing Associate,ScaleItConsulting,Work from home,Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2,2 weeks ago,True,200000,350000,0,2,False,False,14,True,275000,other
Programme Coordinator (Life Skills Education Programme),Butterflies NGO,Udham Singh Nagar,Starts Immediately,"₹ 3,60,000 - 4,20,000",0-2,3 weeks ago,True,360000,420000,0,2,False,False,21,False,390000,other
Education Couselor - Kolkata,Jamboree Education Private Limited,Kolkata,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5,3 weeks ago,True,200000,500000,0,5,False,False,21,False,350000,other
Front Desk Executive,AKK Corporation,Mumbai,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5,2 weeks ago,True,200000,500000,0,5,False,False,14,False,350000,other
Business Development Executive,Equinox Labs,Gurgaon,Starts Immediately,"₹ 2,40,000 - 3,00,000",1-3,3 weeks ago,True,240000,300000,1,3,False,False,21,False,270000,Business Development Executive
PHP Developer,DriftPoint Technologies,Jaipur,Starts Immediately,"₹ 43,20,000 - 86,40,000",1-3,5 days ago,True,500000,800000,1,3,False,True,5,False,675000,PHP Developer
Center In Charge,Savram Foundation,Delhi,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,3 weeks ago,True,200000,250000,0,2,False,False,21,False,225000,other
B2B Growth Marketing Specialist,FlytBase Labs,Pune,Starts Immediately,"₹ 3,00,000 - 8,00,000",0-3,1 week ago,True,300000,800000,0,3,False,False,7,False,550000,other
Full Stack Software Engineer,Flair Labs,Mumbai,Starts Immediately,"₹ 5,00,000 - 5,50,000",0-5,1 week ago,True,500000,550000,0,5,False,False,7,False,525000,other
Digital Marketing Executive,Comit Solution,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",1-2,Today,True,200000,300000,1,2,False,False,0,True,250000,Digital Marketing Executive
Marketing Executive,Comet Bengaluru,Bangalore,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2,3 weeks ago,True,300000,360000,0,2,False,False,21,False,330000,Marketing Executive
Manager - Business Development,Realty Clarity,Mumbai,Starts Immediately,"₹ 5,00,000",0-5,3 weeks ago,True,500000,500000,0,5,False,False,21,False,500000,other
Business Development Executive,Macdoc Services,Pune,Starts Immediately,"₹ 3,00,000 - 3,60,000",0-2,1 week ago,True,300000,360000,0,2,False,False,7,False,330000,Business Development Executive
Digital Marketing Specialist,Idecution Marketing Studio LLP,Work from home,Starts Immediately,"₹ 2,20,000 - 3,50,000",0-2,3 days ago,True,220000,350000,0,2,False,False,3,True,285000,Digital Marketing Specialist
Assistant Manager - Marketing,NEXT IAS,Delhi,Starts Immediately,"₹ 5,50,000 - 8,50,000",0-5,1 week ago,True,500000,800000,0,5,False,False,7,False,675000,other
Graphic Designer,HFG Entertainments Pvt Ltd,Chennai,Starts Immediately,"₹ 2,20,000 - 3,00,000",0-1,3 weeks ago,True,220000,300000,0,1,False,True,21,False,260000,Graphic Designer
.NET Developer,PeaceInfotech Services Private Limited,"Mumbai, Thane",Starts Immediately,"₹ 2,00,000 - 2,20,000",0-2,1 week ago,True,200000,220000,0,2,False,False,7,False,210000,other
Corporate Sales Associate,AGEP India Private Limited,"Chennai, Pune, Raipur, Thane",Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2,2 weeks ago,True,200000,210000,0,2,False,False,14,False,205000,other
Customer Executive,Seraphyq Futureverse,Mumbai,Starts Immediately,"₹ 2,00,000 - 2,80,000",0-2,3 weeks ago,True,200000,280000,0,2,False,False,21,False,240000,other
Digital Marketing Executive,V Green Media Private Limited,Hyderabad,Starts Immediately,"₹ 4,80,000 - 6,00,000",4-6,3 weeks ago,True,480000,600000,4,6,False,False,21,False,540000,Digital Marketing Executive
Business Development Manager,Aviconn Solutions Private Limited,Gurgaon,Starts Immediately,"₹ 2,00,000 - 5,00,000",0-5,3 weeks ago,True,200000,500000,0,5,False,False,21,False,350000,Business Development Manager
Accountant,A1 Advance,Work from home,Starts Immediately,"₹ 5,00,000 - 7,00,000",0-5,1 week ago,True,500000,700000,0,5,False,True,7,True,600000,Accountant
Business Development Executive,R3 Consultant,Pune,Starts Immediately,"₹ 2,40,000 - 3,60,000",1-3,3 weeks ago,True,240000,360000,1,3,False,False,21,False,300000,Business Development Executive
Subject Matter Expert (SME)/Teacher - Accountancy,Solvitude,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,2 weeks ago,True,200000,250000,0,2,False,False,14,True,225000,other
Senior Legal Researcher,DRA Realty Private Limited,Bangalore,Starts Immediately,"₹ 6,00,000 - 6,20,000",2-5,4 days ago,True,500000,620000,2,5,False,False,4,False,610000,other
Customer Service Associate,E-cosmos India Private Limited,Bangalore,Starts Immediately,"₹ 2,16,000 - 2,40,000",0-2,4 days ago,True,216000,240000,0,2,False,False,4,False,228000,other
Full Stack Developer,FINIX CONSULTING,Bhubaneswar,Starts Immediately,"₹ 5,00,000 - 10,00,000",1-3,3 days ago,True,500000,800000,1,3,False,False,3,False,675000,Full Stack Developer
Business Operations Manager,Sparsh Machinery & Equipments,"Jamshedpur, Bhubaneswar",Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2,1 week ago,True,300000,350000,0,2,False,False,7,False,325000,other
Human Resources (HR) Executive,Vibrantzz Management Services,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2,2 weeks ago,True,200000,400000,0,2,False,False,14,False,300000,Human Resources (HR) Executive
Backend Operating Executive,A1 Advance,"Cuddalore, Kanyakumari, Kanchipuram, Vellore, Chennai, Thanjavur, Trichey, Kancheepuram, Tambaram Sanatorium, Tiruchipalli, Salem, Tirunelveli, Coimbatore, Madurai",Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5,1 week ago,True,400000,600000,0,5,False,False,7,False,500000,other
Business Consultant,Rbsorting Hat Private Limited,Chennai,Starts Immediately,"₹ 2,00,000",0-2,5 days ago,True,200000,200000,0,2,False,False,5,False,200000,other
Digital Marketing Associate,Taaz ITSolutions,Jaipur,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,1 week ago,True,200000,240000,0,2,False,False,7,False,220000,other
Management Trainee (Media Sales),Vritti Solution Limited,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 days ago,True,200000,300000,0,2,False,False,3,False,250000,other
Recruiter,Tigerworld,Bhubaneswar,Starts Immediately,"₹ 2,00,000 - 2,40,000",0-2,3 weeks ago,True,200000,240000,0,2,False,False,21,False,220000,other
Business Development Executive,Designerrs Academy,"Hyderabad, Chennai",Starts Immediately,"₹ 2,00,000 - 3,50,000",0-2,1 week ago,True,200000,350000,0,2,False,False,7,False,275000,Business Development Executive
Marketing Manager,Idea Usher,Work from home,Starts Immediately,"₹ 5,00,000 - 6,00,000",2-5,1 week ago,True,500000,600000,2,5,False,False,7,True,550000,other
Business Development Associate,DataVinci Private Limited,Work from home,Starts Immediately,"₹ 3,00,000 - 3,50,000",0-2,5 days ago,True,300000,350000,0,2,False,False,5,True,325000,Business Development Associate
Front Desk Executive,Bellator Media Private Limited,Gurgaon,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,1 week ago,True,200000,300000,0,2,False,False,7,False,250000,other
Marketing & Sales Executive,Dzylo,Gurgaon,Starts Immediately,"₹ 2,00,000",0-2,1 week ago,True,200000,200000,0,2,False,False,7,False,200000,other
Business Management Trainee,Dealintent,Noida,Starts Immediately,"₹ 5,00,000 - 8,00,000",0-5,2 weeks ago,True,500000,800000,0,5,False,False,14,False,650000,other
Business Development Associate,Planet Spark,Gurgaon,Starts Immediately,"₹ 3,00,000 - 7,00,000",0-5,3 weeks ago,True,300000,700000,0,5,False,True,21,False,500000,Business Development Associate
Business Development Associate,Primespace,Bangalore,Starts Immediately,"₹ 4,00,000",0-2,1 week ago,True,400000,400000,0,2,False,False,7,False,400000,Business Development Associate
Employee Engagement Champion,Uni Design,Mumbai,Starts Immediately,"₹ 2,50,000 - 3,50,000",0-2,1 week ago,True,250000,350000,0,2,False,False,7,False,300000,other
Website Manager,Newtech Enterprises,Delhi,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 days ago,True,200000,300000,0,2,False,False,3,False,250000,other
Accountant,Good Homes Kitchenware LLP,Bangalore,Starts Immediately,"₹ 5,00,000 - 6,00,000",2,4 days ago,True,500000,600000,2,2,False,False,4,False,550000,Accountant
Senior Developer - Python And React,The Agency Source,Delhi,Starts Immediately,"₹ 4,20,000 - 6,00,000",0-5,1 week ago,True,420000,600000,0,5,False,False,7,False,510000,other
Front End Developer,Buddha Education Association Incorporation,Work from home,Starts Immediately,"₹ 4,00,000 - 8,00,000",0-5,1 week ago,True,400000,800000,0,5,False,False,7,True,600000,other
Sales Manager,Global Realty,"Greater Noida, Noida, Ghaziabad",Starts Immediately,"₹ 4,00,000 - 6,00,000",0-5,3 weeks ago,True,400000,600000,0,5,False,False,21,False,500000,Sales Manager
Academic Content Expert - Statistics (English),QA Solvers,Noida,Starts Immediately,"₹ 2,50,000 - 3,00,000",0-2,3 days ago,True,250000,300000,0,2,False,False,3,False,275000,other
React Native Developer,Metricoid Technology Solutions Private Limited,Work from home,Starts Immediately,"₹ 2,10,000 - 2,20,000",0-2,1 week ago,True,210000,220000,0,2,False,False,7,True,215000,other
Customer Success Consultant,PeopleStrong,Gurgaon,Starts Immediately,"₹ 4,00,000 - 5,00,000",0-5,2 weeks ago,True,400000,500000,0,5,False,False,14,False,450000,other
Data Entry,Qriocity Ventures Private Limited,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",1-2,3 days ago,True,200000,300000,1,2,False,False,3,True,250000,other
Graphic Designer & Video Editor,The BrowMasters,Mumbai,Starts Immediately,"₹ 4,00,000 - 6,00,000",1-5,4 days ago,True,400000,600000,1,5,False,False,4,False,500000,other
Project Manager,Error Technologies,Hyderabad,Starts Immediately,"₹ 2,40,000 - 3,60,000",0-2,2 weeks ago,True,240000,360000,0,2,False,False,14,False,300000,other
Python Developer,CN Solutions,Bangalore,Starts Immediately,"₹ 15,00,000 - 25,00,000",7-10,1 day ago,True,500000,800000,7,10,False,False,1,False,675000,other
Legal Associate/Lawyer,Zen Legal LLP,Mumbai,Starts Immediately,"₹ 2,00,000",0-2,2 weeks ago,True,200000,200000,0,2,False,False,14,False,200000,other
Inside Sales Executive,Quick Digital Technologies Private Limited,"Chennai, Gurgaon",Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,2 weeks ago,True,200000,250000,0,2,False,False,14,False,225000,other
Senior Telecaller,Business Mantra,Mumbai,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,2 days ago,True,200000,300000,0,2,False,False,2,False,250000,other
Digital Marketing Associate,Elite Offshore Private Limited,Navi Mumbai,Starts Immediately,"₹ 2,00,000 - 2,10,000",0-2,1 week ago,True,200000,210000,0,2,False,False,7,False,205000,other
Graphic Designer,Sagar Sharma,Noida,Starts Immediately,"₹ 3,00,000 - 6,00,000",0-5,3 weeks ago,True,300000,600000,0,5,False,False,21,False,450000,Graphic Designer
Chat Support Executive,Skillbee,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,3 weeks ago,True,200000,300000,0,2,False,False,21,True,250000,other
Administration Executive,Oct-X PropTech Private Limited,Bangalore,Starts Immediately,"₹ 2,00,000",0-2,3 weeks ago,True,200000,200000,0,2,False,False,21,False,200000,other
Graphic Designer,Guava Digital,Work from home,Starts Immediately,"₹ 2,00,000 - 3,00,000",0-2,2 days ago,True,200000,300000,0,2,False,False,2,True,250000,Graphic Designer
Corporate Sales Specialist,Prasoft IT Services Private Limited,"Noida, Hyderabad, Pune",Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2,2 weeks ago,True,240000,300000,0,2,False,False,14,False,270000,other
Fashion Designer,CherishX,Delhi,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-2,1 day ago,True,200000,400000,0,2,False,False,1,False,300000,other
Photographer,Kaalia Productions,Bangalore,Starts Immediately,"₹ 2,00,000",0-2,2 weeks ago,True,200000,200000,0,2,False,False,14,False,200000,other
Graphic Designer,Dechcept Private Limited,Surat,Starts Immediately,"₹ 2,00,000",0-2,2 days ago,True,200000,200000,0,2,False,False,2,False,200000,Graphic Designer
Content Marketing Specialist,IIDE Education Private Limited,Work from home,Starts Immediately,"₹ 4,00,000 - 5,00,000",1-5,Few hours ago,True,400000,500000,1,5,False,False,0,True,450000,other
Business Developer - Assistant Supervisor,V Believers Marketing,Work from home,Starts Immediately,"₹ 5,00,000 - 6,00,000",0-5,2 days ago,True,500000,600000,0,5,False,False,2,True,550000,other
Business Development Associate,SKILLFORGE E-LEARNING SOLUTIONS PRIVATE LIMITED,Bangalore,Starts Immediately,"₹ 4,32,000",0-2,2 weeks ago,True,432000,432000,0,2,False,False,14,False,432000,Business Development Associate
Content Writer,QuadB Tech,Ludhiana,Starts Immediately,"₹ 2,00,000",0-2,1 week ago,True,200000,200000,0,2,False,False,7,False,200000,Content Writer
Customer Service Specialist,Colosseum Tech Solutions,Hyderabad,Starts Immediately,"₹ 2,00,000 - 2,16,000",0-2,1 week ago,True,200000,216000,0,2,False,False,7,False,208000,other
Data Operations Coordinator,S&M Ventures India Private Limited,Work from home,Starts Immediately,"₹ 2,00,000",0-2,2 weeks ago,True,200000,200000,0,2,False,False,14,True,200000,other
Robotics/STEM Trainer,Ashtrix Robotics And Research Centre,Chennai,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2,4 days ago,True,240000,300000,0,2,False,False,4,False,270000,other
Senior Research Analyst,Bonanza Portfolio Limited,"Indore, Navi Mumbai",Starts Immediately,"₹ 8,00,000 - 10,00,000",0-5,2 weeks ago,True,500000,800000,0,5,False,False,14,False,675000,other
Sales Team Leader,GBH Auto Mechanics & Services LLP,Work from home,Starts Immediately,"₹ 2,80,000 - 3,00,000",0-2,2 weeks ago,True,280000,300000,0,2,False,False,14,True,290000,other
Junior Loan Officer,WeMakeScholars,"Hyderabad, Begumpet, Gujarat, Ranchi, Warangal, Secunderabad, Indore, Ludhiana, Lucknow, Patna, Pune, Amritsar",Starts Immediately,"₹ 3,50,000 - 3,90,000",0-1,1 week ago,True,350000,390000,0,1,False,False,7,False,370000,other
Customer Service Associate,Wear Your Opinion,Work from home,Starts Immediately,"₹ 2,00,000 - 2,50,000",0-2,1 week ago,True,200000,250000,0,2,False,False,7,True,225000,other
Corporate Sales Executive,Kompass India Information Private Limited,Mumbai,Starts Immediately,"₹ 2,00,000 - 4,00,000",0-5,3 weeks ago,True,200000,400000,0,5,False,False,21,False,300000,Corporate Sales Executive
Interior Designer,NoBroker Technologies Solutions Private Limited,Gurgaon,Starts Immediately,"₹ 2,00,000 - 3,80,000",0-2,1 week ago,True,200000,380000,0,2,False,False,7,False,290000,other
Business Development Executive,Intigly Private Limited,Delhi,Starts Immediately,"₹ 3,00,000 - 5,00,000",0-5,6 days ago,True,300000,500000,0,5,False,False,6,False,400000,Business Development Executive
Data Entry Associate,Suprem Service,Work from home,Starts Immediately,"₹ 4,00,000 - 7,00,000",0-1,1 day ago,True,400000,700000,0,1,False,False,1,True,550000,other
Field Sales Executive,ASR Auto Sales - Mahindra Construction Equipment,"Kaithal, Jind, Kurukshetra, Sonipat, Sirsa, Yamuna Nagar, Fatehabad, Safidon, Charkhi Dadri, Hisar, Panipat, Bhiwani, Jhajhar, Rohtak, Karnal",Starts Immediately,"₹ 2,64,000 - 3,00,000",0-2,3 weeks ago,True,264000,300000,0,2,False,False,21,False,282000,Field Sales Executive
Social Media Manager,Brilliance Academy,Work from home,Starts Immediately,"₹ 2,40,000 - 3,00,000",0-2,1 week ago,True,240000,300000,0,2,False,False,7,True,270000,other
